sentiment,reviews
-1,"Will call you out in class if you don't pay attention (NO whispering/ eating/ phones/ sleeping). Just counted, I have literally 226 homework problems for our current chapter (2 wk duration). Most require more than 1 answer. Will give partial credit on test answers, and give 1 extra credit question. Sometimes lets out early (night class at least)."
1,Professor is very good but does expect you to have a solid understanding of previous Math classes. 7-week semester so everything was excelerated with a solid amount of homework with a test and quiz every week which is normal for short semesters. Most tests are no calculator with no multiple choice. Extra credit available on tests and quizes
1,"She is a tough teacher, but really care about helping you understand Math. Her methods were simplified and to the point. If you are lazy then don't take her class. She gives a lot of homework, but it is needed to learn the material. Ask questions, she's happy to answer them."
-1,She has a very thick Russian accent so she is hard to understand. Her tests are really hard and she doesn't give a lot of help. She expects you to know everything and makes you feel dumb if you don't. Do NOT take this prefessor.
1,"She is very a stern teacher and some people didn't like her. However, her class was very organized and the most of time I know what exactly I am doing because her direction was very clear. I believe her teaching technique is real. (some teacher don't know how to teach)She was a stern teacher, but I want to take her class again. Very helpful."
-1,Horrible teacher
1,"Very nice,she simplified the math prob. for the class.Goes over math hmwk prob we didn't undrstd.She does like questns after class,(limited time).Schlcrt gives us so much & little time,she has to cram,grades fairly,pt systm if u did the wrk on qz/exm she still gives pts .even when its wrong. She will help u, just ask-I misjudged her,ask aftr class"
-1,Terrible teacher. She does not like for you to ask any questions. When you do ask a question she has a really bad attitude while answering it. She also has a very strong accent. You can barly understand her. If I were you I would NEVER take this teacher.
-1,You dont want to ask questions she lets you know that she doesnt like it. You should know it all before you take this class. She doesnt like to explain anything.
-1,"Horrible teacher, strong accent, terrible attitude, not clear, talks down to you."
1,At first the class was sort of overwhelming because of the transition from Python to Java. But Hueston always had extra resources and help to guide us through any problems. Hueston was a good professor and I think he did the best with what he had.
1,Professor was faced with a hard class this term as CS 121 is not meant to deal with the transition form python to java. Because of that the class seemed harder at first. Heuston on did everything he could however to help and was a professor that genuinely cares about his students. He did keep stiff deadlines with 0 exceptions. Still great.
